EventDate,EventType,EventComment,County,TenantCity,TenantState,TenantZipCode,CaseType,CaseNumber,EvictedDate,SourceDate,Year,EvictionYear
2/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74840,9/29/21,2/23/23,2023,2021
2/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74841,9/29/21,2/23/23,2023,2021
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Laurel,MD,20708,Failure to Pay Rent,15674,1/4/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Laurel,MD,20708,Breach of Lease,84154,1/5/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Temple Hills,MD,20748,Failure to Pay Rent,15902,1/6/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Greenbelt,MD,20770,Failure to Pay Rent,16207,1/10/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Laurel,MD,20708,Failure to Pay Rent,15935,1/11/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Laurel,MD,20708,Failure to Pay Rent,15866,1/11/22,1/23/23,2023,2022
10/31/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,32735,1/12/22,1/23/23,2022,2022
10/31/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,32734,1/12/22,1/23/23,2022,2022
10/31/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,32736,1/12/22,1/23/23,2022,2022
10/31/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21213,Failure to Pay Rent,32743,1/12/22,1/23/23,2022,2022
11/17/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21217,Failure to Pay Rent,32716,1/12/22,1/23/23,2022,2022
11/17/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21217,Failure to Pay Rent,32715,1/12/22,1/23/23,2022,2022
11/22/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21201,Failure to Pay Rent,32899,1/12/22,1/23/23,2022,2022
11/29/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21217,Failure to Pay Rent,32816,1/12/22,1/23/23,2022,2022
9/23/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,32626,1/13/22,1/23/23,2022,2022
9/23/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,32625,1/13/22,1/23/23,2022,2022
9/23/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,32627,1/13/22,1/23/23,2022,2022
9/23/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,32628,1/13/22,1/23/23,2022,2022
9/23/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,32629,1/13/22,1/23/23,2022,2022
10/3/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21213,Failure to Pay Rent,32718,1/13/22,1/23/23,2022,2022
10/4/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32837,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32639,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32638,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32637,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32636,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32635,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32634,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32632,1/13/22,1/23/23,2022,2022
10/5/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21214,Failure to Pay Rent,32633,1/13/22,1/23/23,2022,2022
10/14/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21216,Failure to Pay Rent,32831,1/13/22,1/23/23,2022,2022
10/26/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21215,Failure to Pay Rent,32797,1/13/22,1/23/23,2022,2022
10/26/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21223,Failure to Pay Rent,32671,1/13/22,1/23/23,2022,2022
10/26/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21223,Failure to Pay Rent,32673,1/13/22,1/23/23,2022,2022
10/28/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21215,Failure to Pay Rent,32832,1/13/22,1/23/23,2022,2022
10/28/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21205,Failure to Pay Rent,32723,1/13/22,1/23/23,2022,2022
10/28/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21216,Failure to Pay Rent,32617,1/13/22,1/23/23,2022,2022
10/28/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21216,Failure to Pay Rent,32691,1/13/22,1/23/23,2022,2022
10/31/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21218,Failure to Pay Rent,32680,1/13/22,1/23/23,2022,2022
10/31/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21207,Failure to Pay Rent,32731,1/13/22,1/23/23,2022,2022
11/10/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21206,Failure to Pay Rent,32897,1/13/22,1/23/23,2022,2022
11/21/22,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21213,Failure to Pay Rent,32706,1/13/22,1/23/23,2022,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Oxon Hill,MD,20745,Failure to Pay Rent,16590,1/13/22,1/23/23,2023,2022
3/24/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Halethorpe,MD,21227,Failure to Pay Rent,70885,1/13/22,3/23/23,2023,2022
1/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Essex,MD,21206,Failure to Pay Rent,74842,1/14/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Oxon Hill,MD,20745,Tenant Holding Over,15317,1/18/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Oxon Hill,MD,20745,Failure to Pay Rent,16224,1/18/22,1/23/23,2023,2022
1/31/23,Warrant of Restitution - Return of Service - Evicted,,Prince George's,Oxon Hill,MD,20745,Failure to Pay Rent,16580,1/27/22,1/23/23,2023,2022
3/24/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21229,Failure to Pay Rent,70886,2/14/22,3/23/23,2023,2022
3/31/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21216,Failure to Pay Rent,16701,3/7/22,3/23/23,2023,2022
3/31/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21223,Tenant Holding Over,1236,3/14/22,3/23/23,2023,2022
5/19/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74843,4/5/22,5/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74845,5/27/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74846,5/27/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74847,5/27/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74848,5/27/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74854,6/1/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74855,6/1/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74856,6/1/22,1/23/23,2023,2022
6/2/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74852,6/15/22,6/23/23,2023,2022
6/15/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Essex,MD,21221,Failure to Pay Rent,74850,6/15/22,6/23/23,2023,2022
7/21/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21202,Wrongful Detainer,73,6/22/22,7/23/23,2023,2022
5/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74853,6/28/22,5/23/23,2023,2022
5/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74858,6/28/22,5/23/23,2023,2022
5/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74859,6/28/22,5/23/23,2023,2022
2/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74867,6/30/22,2/23/23,2023,2022
6/2/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74862,7/12/22,6/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74874,7/26/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74875,7/26/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74908,7/26/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74876,7/26/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74877,7/26/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74871,7/27/22,2/23/23,2023,2022
2/3/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74866,7/28/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74868,7/28/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74869,7/28/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74886,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Rosedale,MD,21237,Failure to Pay Rent,74887,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Rosedale,MD,21237,Failure to Pay Rent,74888,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Rosedale,MD,21237,Failure to Pay Rent,74890,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Rosedale,MD,21237,Failure to Pay Rent,74889,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74891,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74928,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74929,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74931,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74930,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74932,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74933,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74934,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74953,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74955,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74956,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74957,8/8/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74961,8/8/22,2/23/23,2023,2022
7/17/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore City,Baltimore,MD,21218,Tenant Holding Over,161,8/8/22,7/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74870,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74872,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74878,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74879,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74880,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74881,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74882,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74883,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74885,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74917,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74921,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74919,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74920,8/10/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74893,8/11/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74894,8/11/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74918,8/11/22,2/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74905,8/12/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74906,8/12/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74954,8/12/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74923,8/16/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74926,8/16/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,49616,8/16/22,1/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74922,8/16/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74924,8/16/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74925,8/16/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74927,8/16/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,72851,8/16/22,2/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74903,8/17/22,1/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74950,8/17/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74951,8/17/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74952,8/17/22,2/23/23,2023,2022
5/25/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Essex,MD,21221,Failure to Pay Rent,74895,8/17/22,5/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74897,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74898,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74896,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74899,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74900,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Essex,MD,21221,Failure to Pay Rent,74901,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74902,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74904,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74907,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74909,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74910,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74911,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74912,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74913,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Essex,MD,21221,Failure to Pay Rent,74914,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74915,8/23/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74916,8/23/22,1/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74940,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74941,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74942,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74943,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74944,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Middle River,MD,21220,Failure to Pay Rent,74945,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74946,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74947,8/23/22,3/23/23,2023,2022
3/10/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21220,Failure to Pay Rent,74948,8/23/22,3/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Essex,MD,21221,Failure to Pay Rent,74949,8/24/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74884,8/24/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74958,8/24/22,1/23/23,2023,2022
2/3/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74990,8/29/22,2/23/23,2023,2022
2/3/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74991,8/29/22,2/23/23,2023,2022
2/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74993,8/30/22,2/23/23,2023,2022
2/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74980,9/1/22,2/23/23,2023,2022
2/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74979,9/1/22,2/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,74968,9/8/22,1/23/23,2023,2022
1/26/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Essex,MD,21221,Failure to Pay Rent,74969,9/8/22,1/23/23,2023,2022
2/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74974,9/8/22,2/23/23,2023,2022
2/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74975,9/8/22,2/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74972,9/13/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74971,9/13/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74973,9/13/22,1/23/23,2023,2022
2/9/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,74960,9/13/22,2/23/23,2023,2022
3/2/23,Warrant of Restitution - Return of Service - Evicted,,Anne Arundel,Glen Burnie,MD,21061,Failure to Pay Rent,43907,9/13/22,3/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74992,9/14/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75047,9/14/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75002,9/16/22,2/23/23,2023,2022
2/6/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74977,9/19/22,2/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74937,9/21/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74938,9/21/22,1/23/23,2023,2022
1/30/23,Warrant of Restitution - Return of Service - Evicted,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,74939,9/21/22,1/23/23,2023,2022
